,S2,S2_conf
"('rcp', 'gcm')",0.2931754445490232,0.0601272707951322
"('rcp', 'lulc')",0.002061422755368346,0.05416075693852389
"('gcm', 'lulc')",-0.006809216324736879,0.08394702176624198
