,S2,S2_conf
"('rcp', 'gcm')",0.4731348803993701,0.10340660746656778
"('rcp', 'lulc')",0.020161110139108734,0.07716184862268628
"('gcm', 'lulc')",0.0427510444498429,0.0964603188878285
