,S2,S2_conf
"('rcp', 'gcm')",0.39823683670617194,0.09495377800095324
"('rcp', 'lulc')",-0.031187737164214073,0.06610002572896063
"('gcm', 'lulc')",0.02765970316920891,0.09529333978412315
