,S2,S2_conf
"('rcp', 'gcm')",0.5257003357143875,0.11481092860731598
"('rcp', 'lulc')",0.03254835629939594,0.08026542541046366
"('gcm', 'lulc')",0.013441488184873424,0.09349800159706971
