,S2,S2_conf
"('rcp', 'gcm')",0.4967242848325309,0.0867420596753179
"('rcp', 'lulc')",-0.008298702200400791,0.08269333303878278
"('gcm', 'lulc')",0.002316894646616649,0.09491261669574017
